ilp_nodes1,ilp_nodes2,edge_id,node1,node2,mass_dif,category,linktype,direction,rdbe,formula1,formula2,ilp_edge_id,score_category,score_rt_artifact,score_inten_isotope,score_MS2_abiotic_mz_appearance,cplex_score,ilp_solution
54,58,606,14,15,-0.08848910325457203,Biotransform,H-1N-1O1,0,0,C6H14N4O2,C6H13N3O3,753,0,0,NA,NA,0,0
19340,4958,623,2596,843,-0.6560552399836527,Biotransform,H-1N-1O1,0,0,C5H9N3O4,C5H8N2O5,766,0,0,NA,NA,0,0
482,15180,629,110,2145,-0.08800018980237394,Biotransform,H-1N-1O1,0,0,C7H13N1O4,C7H12O5,771,0,0,NA,NA,0,0
482,1031,630,110,202,0.4799606889183171,Biotransform,H-1N-1O1,0,0,C7H13N1O4,C7H12O5,773,0,0,NA,NA,0,0
484,15180,631,111,2145,-0.08800018980237394,Biotransform,H-1N-1O1,0,0,C7H13N1O4,C7H12O5,775,0,0,NA,NA,0,0
484,1031,632,111,202,0.4799606889183171,Biotransform,H-1N-1O1,0,0,C7H13N1O4,C7H12O5,777,0,0,NA,NA,0,0
58,421,633,15,102,-0.0879945924826718,Biotransform,H-1N-1O1,0,0,C6H13N3O3,C6H12N2O4,779,0,0,NA,NA,0,0
4814,3002,645,824,573,0.4773199134267626,Biotransform,H-1N-1O1,0,0,C9H8N2O2,C9H7N1O3,791,0,0,NA,NA,0,0
423,24502,667,103,3203,0.4746725745815539,Biotransform,H-1N-1O1,0,0,C6H11N1O3S1,C6H10O4S1,806,0,0,NA,NA,0,0
24545,748,695,3210,157,-0.0855675643963722,Biotransform,H-1N-1O1,0,0,C9H12N2O2,C9H11N1O3,838,0,0,NA,NA,0,0
748,6407,697,157,1085,-0.0851050824471305,Biotransform,H-1N-1O1,0,0,C9H11N1O3,C9H10O4,841,0,0,NA,NA,0,0
14387,16031,729,2023,2244,-0.6209595264359402,Biotransform,H-1N-1O1,0,0,C3H8N1O6P1,C3H7O7P1,855,0,0,NA,NA,0,0
22349,14405,739,2912,2026,-0.08281851675625644,Biotransform,H-1N-1O1,0,0,C8H14N2O3,C8H13N1O4,867,0,0,NA,NA,0,0
29502,21160,740,4126,2776,0.45167236874044064,Biotransform,H-1N-1O1,0,0,C7H14N4O2,C7H13N3O3,868,0,0,NA,NA,0,0
2635,4835,746,501,828,-0.08193571816652807,Biotransform,H-1N-1O1,0,0,C8H16N2O3,C8H15N1O4,878,0,0,NA,NA,0,0
2639,4835,747,502,828,-0.08193571816652807,Biotransform,H-1N-1O1,0,0,C8H16N2O3,C8H15N1O4,880,0,0,NA,NA,0,0
2642,4835,748,503,828,-0.08193571816652807,Biotransform,H-1N-1O1,0,0,C8H16N2O3,C8H15N1O4,882,0,0,NA,NA,0,0
34459,32175,749,5165,4670,-0.08193086557369542,Biotransform,H-1N-1O1,0,0,C7H16N4O2,C7H15N3O3,884,0,0,NA,NA,0,0
1076,12473,752,213,1763,-0.08152717707619146,Biotransform,H-1N-1O1,0,0,C7H11N1O5,C7H10O6,888,0,0,NA,NA,0,0
16411,15159,754,2265,2138,-0.08152232985929384,Biotransform,H-1N-1O1,0,0,C6H11N3O4,C6H10N2O5,894,0,0,NA,NA,0,0
4835,3524,757,828,653,-0.08151156524368638,Biotransform,H-1N-1O1,0,0,C8H15N1O4,C8H14O5,897,0,0,NA,NA,0,0
30107,31542,761,4250,4539,0.4423809714676065,Biotransform,H-1N-1O1,0,0,C6H10N2O3S1,C6H9N1O4S1,905,0,0,NA,NA,0,0
2605,35497,766,494,5432,-1.1220990495553405,Biotransform,H-1N-1O1,0,0,C7H13N1O3S1,C7H12O4S1,911,0,0,NA,NA,0,0
12832,9861,780,1814,1510,-0.07984242066976716,Biotransform,H-1N-1O1,0,0,C10H11N1O3,C10H10O4,926,0,0,NA,NA,0,0
10006,26905,800,1530,3622,-0.07824188373032794,Biotransform,H-1N-1O1,0,0,C7H7N3O4,C7H6N2O5,941,0,0,NA,NA,0,0
33345,27948,822,4905,3811,-0.07745783007200042,Biotransform,H-1N-1O1,0,0,C8H9N1O5,C8H8O6,964,0,0,NA,NA,0,0
4965,32865,835,845,4818,-0.07665750082251102,Biotransform,H-1N-1O1,0,0,C10H19N1O3,C10H18O4,979,0,0,NA,NA,0,0
4965,2764,836,845,528,0.41809670730960397,Biotransform,H-1N-1O1,0,0,C10H19N1O3,C10H18O4,983,0,0,NA,NA,0,0
4973,32865,837,847,4818,-0.07665750082251102,Biotransform,H-1N-1O1,0,0,C10H19N1O3,C10H18O4,987,0,0,NA,NA,0,0
4973,2764,838,847,528,0.41809670730960397,Biotransform,H-1N-1O1,0,0,C10H19N1O3,C10H18O4,991,0,0,NA,NA,0,0
4969,32865,839,846,4818,-0.5714119158098179,Biotransform,H-1N-1O1,0,0,C10H19N1O3,C10H18O4,995,0,0,NA,NA,0,0
4969,2764,840,846,528,-0.07665746289589281,Biotransform,H-1N-1O1,0,0,C10H19N1O3,C10H18O4,999,0,0,NA,NA,0,0
33766,3722,858,5002,677,-0.07627766099221267,Biotransform,H-1N-1O1,0,0,C8H18N4O2,C8H17N3O3,1018,0,0,NA,NA,0,0
33766,3725,859,5002,678,-0.07627766099221267,Biotransform,H-1N-1O1,0,0,C8H18N4O2,C8H17N3O3,1020,0,0,NA,NA,0,0
18528,1376,873,2485,274,-0.07591778123483804,Biotransform,H-1N-1O1,0,0,C11H13N3O1,C11H12N2O2,1035,0,0,NA,NA,0,0
18528,28547,874,2485,3942,0.4140622140234694,Biotransform,H-1N-1O1,0,0,C11H13N3O1,C11H12N2O2,1037,0,0,NA,NA,0,0
3722,19051,877,677,2551,0.41401941030746287,Biotransform,H-1N-1O1,0,0,C8H17N3O3,C8H16N2O4,1041,0,0,NA,NA,0,0
3725,19051,879,678,2551,0.41401941030746287,Biotransform,H-1N-1O1,0,0,C8H17N3O3,C8H16N2O4,1043,0,0,NA,NA,0,0
24794,21369,881,3251,2814,-0.07556692006845406,Biotransform,H-1N-1O1,0,0,C10H8N2O3,C10H7N1O4,1045,0,0,NA,NA,0,0
6088,26848,900,1023,3609,-0.0741098260558536,Biotransform,H-1N-1O1,0,0,C10H12N2O3,C10H11N1O4,1081,0,0,NA,NA,0,0
25980,35195,920,3438,5360,-0.07308277397138385,Biotransform,H-1N-1O1,0,0,C7H5N3O5,C7H4N2O6,1116,0,0,NA,NA,0,0
3235,29778,929,608,4187,-0.07271642528425662,Biotransform,H-1N-1O1,0,0,C8H12N4O3,C8H11N3O4,1127,0,0,NA,NA,0,0
3238,29778,931,609,4187,-0.07271642528425662,Biotransform,H-1N-1O1,0,0,C8H12N4O3,C8H11N3O4,1129,0,0,NA,NA,0,0
34239,32747,936,5123,4792,-0.5396306003759316,Biotransform,H-1N-1O1,0,0,C5H12N1O6P1,C5H11O7P1,1133,0,0,NA,NA,0,0
34921,2112,955,5283,396,-1.459795548943667,Biotransform,H-1N-1O1,0,0,C8H17N5O2,C8H16N4O3,1151,0,0,NA,NA,0,0
35366,6308,984,5403,1067,-0.07103238354572868,Biotransform,H-1N-1O1,0,0,C9H19N3O3,C9H18N2O4,1188,0,0,NA,NA,0,0
35366,6310,985,5403,1068,-0.07103238354572868,Biotransform,H-1N-1O1,0,0,C9H19N3O3,C9H18N2O4,1189,0,0,NA,NA,0,0
1209,27914,995,242,3803,-0.07072513458115066,Biotransform,H-1N-1O1,0,0,C8H14N2O5,C8H13N1O6,1202,0,0,NA,NA,0,0
1213,27914,997,243,3803,-0.07072513458115066,Biotransform,H-1N-1O1,0,0,C8H14N2O5,C8H13N1O6,1212,0,0,NA,NA,0,0
6308,17528,1003,1067,2375,-0.07071338541562308,Biotransform,H-1N-1O1,0,0,C9H18N2O4,C9H17N1O5,1227,0,0,NA,NA,0,0
6310,17528,1005,1068,2375,-0.07071338541562308,Biotransform,H-1N-1O1,0,0,C9H18N2O4,C9H17N1O5,1231,0,0,NA,NA,0,0
27914,24381,1018,3803,3188,0.384016220559725,Biotransform,H-1N-1O1,0,0,C8H13N1O6,C8H12O7,1249,0,0,NA,NA,0,0
14142,7292,1028,1991,1183,0.38232367020909486,Biotransform,H-1N-1O1,0,0,C10H8N2O4,C10H7N1O5,1277,0,0,NA,NA,0,0
14148,7292,1029,1992,1183,0.38232367020909486,Biotransform,H-1N-1O1,0,0,C10H8N2O4,C10H7N1O5,1278,0,0,NA,NA,0,0
544,13442,1035,125,1894,-0.06946404395328563,Biotransform,H-1N-1O1,0,0,C7H14N2O4S1,C7H13N1O5S1,1285,0,0,NA,NA,0,0
544,8836,1036,125,1375,0.3788629824904557,Biotransform,H-1N-1O1,0,0,C7H14N2O4S1,C7H13N1O5S1,1287,0,0,NA,NA,0,0
19087,6656,1037,2554,1101,0.3788069389235412,Biotransform,H-1N-1O1,0,0,C11H14N2O3,C11H13N1O4,1289,0,0,NA,NA,0,0
